0,24.7
2,24.7
4,24.7
6,24.7
8,24.8
10,24.7
12,24.8
14,24.8
16,24.8
18,24.8
20,24.8
22,24.8
24,24.9
26,24.8
28,24.8
30,24.9
32,24.9
34,24.9
36,24.9
38,25.0
40,25.0
42,25.0
44,25.0
46,25.0
48,25.1
50,25.1
52,25.2
54,25.2
57,25.2
59,25.3
61,25.3
63,25.4
65,25.4
67,25.5
69,25.5
71,25.6
73,25.6
75,25.6
77,25.7
79,25.7
81,25.8
83,25.8
85,25.9
87,26.0
89,26.0
91,26.0
93,26.0
95,26.1
97,26.1
99,26.2
101,26.3
103,26.3
105,26.4
107,26.4
109,26.4
111,26.5
113,26.6
115,26.6
117,26.7
119,26.7
121,26.8
123,26.9
125,26.8
127,26.9
129,26.9
131,27.0
133,27.0
135,27.0
137,27.0
139,27.0
141,27.1
143,27.1
145,27.2
147,27.2
149,27.2
151,27.3
153,27.3
155,27.4
157,27.4
159,27.4
161,27.5
163,27.5
165,27.5
167,27.6
169,27.6
171,27.6
173,27.7
175,27.7
177,27.7
179,27.8
181,27.7
183,27.8
185,27.7
187,27.8
189,27.9
192,27.7
194,27.8
196,27.7
198,27.7
200,27.7
202,27.7
204,27.7
206,27.7
208,27.7
210,27.6
212,27.6
214,27.6
216,27.6
218,27.6
220,27.6
222,27.6
224,27.5
226,27.5
228,27.5
230,27.5
232,27.5
234,27.5
236,27.6
238,27.5
240,27.5
242,27.5
244,27.6
246,27.6
248,27.6
250,27.6
252,27.6
254,27.6
256,27.6
258,27.6
260,27.7
262,27.7
264,27.7
266,27.7
268,27.7
270,27.8
272,27.8
274,27.7
276,27.8
278,27.9
280,27.9
282,27.9
284,27.9
286,28.0
288,28.0
290,28.0
292,28.0
294,28.0
296,28.0
298,28.0
300,28.0
302,28.1
304,28.1
306,28.1
308,28.2
310,28.2
312,28.1
314,28.2
316,28.3
318,28.2
320,28.4
322,28.3
324,28.3
326,28.3
329,28.4
331,28.4
333,28.4
335,28.4
337,28.4
339,28.4
341,28.5
343,28.6
345,28.6
347,28.6
349,28.6
351,28.6
353,28.7
355,28.7
357,28.7
359,28.7
361,28.8
363,28.7
365,28.8
367,28.8
369,28.8
371,28.9
373,28.9
375,28.9
377,28.9
379,29.0
381,29.0
383,28.9
385,29.0
387,29.0
389,29.0
391,29.1
393,29.1
395,29.1
397,29.1
399,29.1
401,29.2
403,29.1
405,29.2
407,29.2
409,29.2
411,29.2
413,29.2
415,29.3
417,29.2
419,29.3
421,29.3
423,29.4
425,29.4
427,29.4
429,29.4
431,29.4
433,29.4
435,29.4
437,29.4
439,29.5
441,29.5
443,29.5
445,29.4
447,29.5
449,29.6
451,29.5
453,29.5
455,29.5
457,29.6
459,29.6
461,29.6
463,29.6
466,29.6
468,29.6
470,29.6
472,29.6
474,29.6
476,29.6
478,29.5
480,29.5
482,29.5
484,29.5
486,29.6
488,29.5
490,29.5
492,29.5
494,29.5
496,29.5
498,29.5
500,29.4
502,29.4
504,29.4
506,29.4
508,29.4
510,29.4
512,29.5
514,29.4
516,29.5
518,29.5
520,29.5
522,29.5
524,29.5
526,29.5
528,29.5
530,29.5
532,29.6
534,29.6
536,29.5
538,29.6
540,29.6
542,29.6
544,29.6
546,29.6
548,29.6
550,29.7
552,29.6
554,29.7
556,29.7
558,29.7
560,29.7
562,29.7
564,29.7
566,29.7
568,29.8
570,29.7
572,29.8
574,29.8
576,29.8
578,29.9
580,29.9
582,29.9
584,29.9
